id,type,title,genre,description,published_at,content_rating,rating_value,rating_count,duration,keywords,directors,actors
tt1981080,Movie,Tai ji 1: Cong ling kai shi,"['Action', 'Adventure', 'Drama']","Yang travels to Chen Village to learn a powerful form of Tai Chi. Though villagers are forbidden from teaching outsiders, Yang becomes their best hope for survival when a man arrives with a plan to build a railroad through the vil...",2012-09-27,PG-13,6,5252,100,"['steampunk', 'steampunk fantasy', '3d', '3 dimensional', 'man']",['Stephen Fung'],"['Hark-On Fung', 'Xiaochao Yuan', 'Stephen Fung']"
tt3043630,Movie,Xiao shi dai,"['Drama', 'Romance']","When four best friends try and move forward in their work and personal life, they realize that trying to live their life's dream is more difficult than they imagine -- especially in the high fashion world of Shanghai.",2013-06-27,Not Rated,3.3,2424,116,"['friendship', 'money']",['Jingming Guo'],"['Mi Yang', 'Amber Kuo', 'Kai Ko']"
tt0316654,Movie,Spider-Man 2,"['Action', 'Adventure', 'Sci-Fi']",Peter Parker is beset with troubles in his failing personal life as he battles a former brilliant scientist named Otto Octavius.,2004-07-14,6,7.5,701690,127,"['spider man character', 'peter parker character', 'superhero action', 'chocolate cake', 'chainsaw']",['Sam Raimi'],"['Tobey Maguire', 'Kirsten Dunst', 'Alfred Molina']"
tt0770752,Movie,Fool's Gold,"['Action', 'Adventure', 'Comedy']",A new clue to the whereabouts of a lost treasure rekindles a married couple's sense of adventure -- and their estranged romance.,2008-05-01,12,5.7,84085,112,"['treasure hunter', 'silt', 'mercenary', 'caribbean island', 'pregnancy']",['Andy Tennant'],"['Matthew McConaughey', 'Kate Hudson', 'Donald Sutherland']"
tt0772178,Movie,Kickin' It Old Skool,"['Comedy', 'Sport']","A young breakdancer hits his head during a talent show and slips into a coma for twenty years. Waking up in 2006, he looks to revive his and his team's career with the help of his girlfriend and his parents.",2007-04-27,AL,4.6,7376,109,"['1980s', 'hospital room', 'homeless man', 'cardboard', 'old man']",['Harvey Glazer'],"['Jamie Kennedy', 'Maria Menounos', 'Miguel A. Núñez Jr.']"
tt0090274,Movie,Volunteers,"['Adventure', 'Comedy']","1962, after Yale graduation, womanizing Lawrence flees a gambling debt that his rich dad won't pay. He takes his roomie's place as Peace Corps Volunteer in Thai Golden Triangle with 2 other PCVs. Will he survive 2 years?",1986-03-27,6,5.5,10422,107,"['american abroad', 'wisecrack humor', 'jungle', 'culture clash', 'bridge']",['Nicholas Meyer'],"['Tom Hanks', 'John Candy', 'Rita Wilson']"
tt0466943,Movie,Randy and the Mob,"['Comedy', 'Crime']","A good ol' boy (McKinnon) gets into trouble with some mobsters, and then must seek assistance from his estranged, identical twin gay brother.",2007-10-13,PG,5.8,408,91,"['ex convict', 'gay character', 'man dances with a man', 'mobster', 'boy']",['Ray McKinnon'],"['Ray McKinnon', 'Walton Goggins', 'Lisa Blount']"
tt0192949,Movie,Stardom,"['Drama', 'Comedy']",A young girl is plucked from small-town obscurity and thrust into the spotlight of the glamorous world of super-models.,2000-10-13,R,5.7,1794,100,"['bikini', 'female rear nudity', 'female frontal nudity', 'full frontal female', 'female full frontal nudity']",['Denys Arcand'],"['Jessica Paré', 'Victoria Snow', 'Jessica Mackenzie']"
tt0120769,Movie,The Newton Boys,"['Action', 'Crime', 'Drama']","The story of the Newton gang, the most successful bank robbers in history, owing to their good planning and minimal violence.",1998-03-27,12,6.1,12327,122,"['bank robber', 'train', 'brother brother relationship', 'explosive', 'crime spree']",['Richard Linklater'],"['Matthew McConaughey', 'Ethan Hawke', 'Skeet Ulrich']"
tt0110907,Movie,Prêt-à-Porter,"['Comedy', 'Drama']",A chronicle of the interconnected lives of a group of people in the lead up to Paris Fashion Week.,1995-04-27,16,5.2,15828,133,"['public nudity', 'fashion model', 'female full frontal nudity', 'fashion', 'fashion show']",['Robert Altman'],"['Sophia Loren', 'Julia Roberts', 'Marcello Mastroianni']"
tt0099594,Movie,Fools of Fortune,"['Drama', 'Romance']",A Protestant Irish family is caught up in a conflict between Irish Republicans and the British army.,1990-06-22,PG-13,5.3,255,109,"['family relationships', 'republican', 'ireland', 'revenge', 'black and tans']","[""Pat O'Connor""]","['Iain Glen', 'Mary Elizabeth Mastrantonio', 'Sean T. McClory']"
tt0770772,Movie,I Think I Love My Wife,"['Comedy', 'Drama', 'Romance']",A married man who daydreams about being with other women finds his will and morals tested after he's visited by the ex-mistress of his old friend.,2007-03-16,6,5.5,17523,94,"['hot', 'repetition in title', 'sex comedy', 'indian sex comedy', 'new york city']",['Chris Rock'],"['Chris Rock', 'Kerry Washington', 'Gina Torres']"
tt0094082,Movie,Suspect,"['Crime', 'Drama', 'Mystery']","When a homeless man is accused of murdering a Justice Department file clerk, a public defender is tasked with mounting his legal defense.",1988-02-11,12,6.6,11566,121,"['jury', 'deaf mute', 'suicide', 'judge', 'murder']",['Peter Yates'],"['Cher', 'Dennis Quaid', 'Liam Neeson']"
tt0093011,Movie,Fatal Beauty,"['Action', 'Comedy', 'Crime']","Rita is a tough narc cop with a wig for every occasion. Outside a drug heist scene with several bodies and a hardly cut fatal drug, Fatal Beauty, she finds a Kroll Construction van with a dead Kroll employee in it. Who is Kroll?",1988-04-21,16,5.4,3995,104,"['female police officer', 'wisecrack humor', 'action heroine', 'tough girl', 'one woman army']",['Tom Holland'],"['Whoopi Goldberg', 'Sam Elliott', 'Rubén Blades']"
tt0120917,Movie,The Emperor's New Groove,"['Animation', 'Adventure', 'Comedy']","Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder.",2001-06-21,AL,7.4,223399,78,"['breaking the fourth wall', 'llama', 'emperor', 'villainess', 'peru']",['Mark Dindal'],"['David Spade', 'John Goodman', 'Eartha Kitt']"
tt0120670,Movie,Firestorm,"['Action', 'Thriller']","Firefighter Jesse Graves has to save ornithologist Jennifer and other people caught in a forest fire, which was set up by the lawyer of convicted killer Earl Shaye, who escaped from the prison with several of his inmates posing as...",1998-01-09,16,4.8,4292,89,"['parachute', 'firestorm', 'wyoming', 'disguise', 'impersonating someone']",['Dean Semler'],"['Howie Long', 'Scott Glenn', 'William Forsythe']"
tt0104940,Movie,The Muppet Christmas Carol,"['Comedy', 'Drama', 'Family']",The Muppets present their own touching rendition of Charles Dickens' classic tale.,1993-12-16,G,7.8,70372,85,"['christmas', 'ghost', 'christmas eve', 'muppet', 'christmas movie']",['Brian Henson'],"['Michael Caine', 'Dave Goelz', 'Steve Whitmire']"
tt0099938,Movie,Kindergarten Cop,"['Action', 'Comedy', 'Crime']","A tough cop must pose as a kindergarten teacher in order to locate a dangerous criminal's ex-wife, who may hold the key to putting him behind bars.",1991-02-08,12,6.2,161264,111,"['school', 'posing as a teacher', 'drug addiction', 'police surveillance', 'rogue cop']",['Ivan Reitman'],"['Arnold Schwarzenegger', 'Penelope Ann Miller', 'Pamela Reed']"
tt0485272,Movie,Salaam-E-Ishq,"['Comedy', 'Drama', 'Musical']","Six couples in love must face different problems caused by love itself. Do they resolve their issues and face life anew, or do they succumb under pressure ?",2007-01-25,Not Rated,5.2,5778,216,"['love', 'marriage', 'train', 'publicity stunt', 'taxi driver']",['Nikkhil Advani'],"['Salman Khan', 'Priyanka Chopra Jonas', 'Anil Kapoor']"
tt0095647,Movie,Mississippi Burning,"['Crime', 'Drama', 'Mystery']",Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.,1989-03-16,16,7.8,109526,128,"['1960s', 'civil rights', 'mississippi', 'african american', 'police']",['Alan Parker'],"['Gene Hackman', 'Willem Dafoe', 'Frances McDormand']"
tt0138524,Movie,Intolerable Cruelty,"['Comedy', 'Crime', 'Romance']","Miles, a high-profile divorce lawyer, wins a case for his rich but adulterous client Rex Rexroth. But Rex's ex-wife, Marylin, who is no saint and is a gold-digger, plots to take revenge on Miles.",2003-10-23,MG6,6.3,101466,100,"['woman wears eyeglasses', 'strong female character', 'lake tahoe', 'reference to henry viii', 'deception']","['Joel Coen', 'Ethan Coen']","['George Clooney', 'Catherine Zeta-Jones', 'Billy Bob Thornton']"
tt0119910,Movie,Polish Wedding,"['Comedy', 'Drama', 'Romance']","The film centers on a big Polish family. Jadzia is the mother and the ruler of the Pzoniak family (she has five children). Though she's happily married to Bolek, she is also having a long-time affair with Roman. Her young daughter...",1998-07-17,AL,5.5,3423,105,"['large family', 'man kissing a woman&apos;s foot', 'unfaithful wife', 'nude female painting', 'female full frontal nudity']",['Theresa Connelly'],"['Claire Danes', 'Gabriel Byrne', 'Lena Olin']"
tt2035630,Movie,Starlet,['Drama'],An unlikely friendship forms between twenty-one-year-old Jane and the elderly Sadie after Jane discovers a hidden stash of money inside an object at Sadie's yard sale.,2013-05-09,Not Rated,6.9,8622,103,"['unsimulated sex', 'intergenerational friendship', 'unlikely friendship', 'cunnilingus', 'fellatio']",['Sean Baker'],"['Dree Hemingway', 'Besedka Johnson', 'Boonee']"
tt0230600,Movie,The Others,"['Horror', 'Mystery', 'Thriller']","In 1945, immediately following the end of Second World War, a woman who lives with her two photosensitive children on her darkened old family estate in the Channel Islands becomes convinced that the home is haunted.",2001-11-29,12,7.6,390742,101,"['haunting', 'surprise ending', 'xeroderma pigmentosum', 'ghost', 'little girl']",['Alejandro Amenábar'],"['Nicole Kidman', 'Christopher Eccleston', 'Fionnula Flanagan']"
tt0202677,Movie,The Way of the Gun,"['Action', 'Crime', 'Drama']","Two criminal drifters without sympathy get more than they bargained for after kidnapping and holding for ransom the surrogate mother carrying a baby for a powerful, shady man.",2000-09-08,16,6.6,35103,119,"['criminal', 'money', 'kidnapping', 'pregnant woman', 'truck stop']",['Christopher McQuarrie'],"['Ryan Phillippe', 'Benicio Del Toro', 'Juliette Lewis']"
tt0265029,Movie,America's Sweethearts,"['Comedy', 'Romance']",A movie publicist deals with the messy public split of his movie's co-stars while keeping reporters at bay while a reclusive director holds the film's print hostage.,2001-10-18,AL,5.7,60037,102,"['breakup', 'satire', 'love triangle', 'hotel', 'romantic rivalry']",['Joe Roth'],"['Julia Roberts', 'John Cusack', 'Billy Crystal']"
tt0329388,Movie,Monsieur Ibrahim et les fleurs du Coran,"['Comedy', 'Drama']","In Paris, a Turkish shop owner befriends a Jewish boy in his mid-teens.",2003-09-17,AL,7.3,11565,96,"['kitchen', 'rock &apos;n&apos; roll', 'brother brother relationship', 'record player', 'switzerland']",['François Dupeyron'],"['Omar Sharif', 'Pierre Boulanger', 'Gilbert Melki']"
tt0081529,Movie,Smokey and the Bandit II,"['Action', 'Adventure', 'Comedy']","The Bandit goes on another cross-country run, transporting an elephant from Florida to Texas. And, once again, Sheriff Buford T. Justice is on his tail.",1980-12-18,AL,5.3,17417,101,"['sheriff', 'road movie', 'elephant', 'car crash', 'hixploitation']",['Hal Needham'],"['Burt Reynolds', 'Jackie Gleason', 'Jerry Reed']"
tt0081044,Movie,Leo and Loree,"['Romance', 'Comedy']","Ralph Malph from Philly moves to Hollywood with dreams of making it big, amazingly hooks up with starlet-to-be, loses starlet-to-be, gets back starlet-to-be, and becomes someone.",,PG,5.1,71,97,"['hollywood', 'mother daughter relationship', 'male female relationship', 'love', 'friend']",['Jerry Paris'],"['Don Most', 'Linda Purl', 'David Huffman']"
tt0100254,Movie,Night Visitor,"['Crime', 'Horror', 'Thriller']","A student known for telling stories witnesses a murder, the latest in a series of satanic killings of hookers.",1989-05-12,R,4.9,864,93,"['satanism', 'neighbor', 'high school', 'ritual murder', 'satanic ritual']",['Rupert Hitzig'],"['Derek Rydall', 'Allen Garfield', 'Kathleen Bailey']"
tt0097815,Movie,Major League,"['Comedy', 'Sport']","The new owner of the Cleveland Indians puts together a purposely horrible team so they'll lose and she can move the team. But when the plot is uncovered, they start winning just to spite her.",1989-12-22,6,7.2,75632,107,"['cutout', 'eccentricity', 'homerun', 'dog', 'whiskey']",['David S. Ward'],"['Tom Berenger', 'Charlie Sheen', 'Corbin Bernsen']"
tt1054588,Movie,Flash of Genius,"['Biography', 'Drama']",Robert Kearns takes on the Detroit automakers who he claims stole his idea for the intermittent windshield wiper.,2008-10-03,AL,7,17778,119,"['intellectual property', 'ford', 'windshield wiper', 'automaker', 'engineer']",['Marc Abraham'],"['Greg Kinnear', 'Lauren Graham', 'Alan Alda']"
tt0120789,Movie,Pleasantville,"['Comedy', 'Drama', 'Fantasy']","Two 1990s teenage siblings find themselves transported to a 1950s sitcom where their influence begins to profoundly change that colorless, complacent world.",1999-07-29,AL,7.5,135720,124,"['trapped in tv', '1950s', 'censorship', 'symbolism', 'rebellion']",['Gary Ross'],"['Tobey Maguire', 'Jeff Daniels', 'Joan Allen']"
tt1391092,Movie,Marwencol,"['Documentary', 'Biography', 'Fantasy']","Documentary about Mark Hogancamp. After a vicious attack leaves him brain-damaged and broke, Mark seeks recovery in ""Marwencol"", a 1/6th scale World War II-era town he creates in his backyard. Inspired the movie Welcome to Marwen ...",2010-10-08,Not Rated,7.5,3693,82,"['victim', 'brain injury', 'art project', 'self therapy', 'miniature town']",['Jeff Malmberg'],"['Mark Hogancamp', 'Emmanuel Nneji', 'Edda Hogancamp']"
tt0212338,Movie,Meet the Parents,"['Comedy', 'Romance']","Male nurse Greg Focker meets his girlfriend's parents before proposing, but her suspicious father is every date's worst nightmare.",2000-12-14,AL,7,353253,108,"['husband wife relationship', 'father dislikes daughter&apos;s boyfriend', 'wedding disaster', 'wedding rehearsal', 'jealous of ex boyfriend']",['Jay Roach'],"['Ben Stiller', 'Robert De Niro', 'Teri Polo']"
tt0088930,Movie,Clue,"['Comedy', 'Crime', 'Mystery']","Six guests are anonymously invited to a strange mansion for dinner, but after their host is killed, they must cooperate with the staff to identify the murderer as the bodies pile up.",1985-12-13,6,7.2,108105,94,"['based on board game', 'mystery killer', 'multiple endings', 'blackmail', 'butler']",['Jonathan Lynn'],"['Eileen Brennan', 'Tim Curry', 'Madeline Kahn']"
tt0120683,Movie,Gloria,"['Crime', 'Drama', 'Thriller']","After serving three years in prison covering for her gangster boyfriend, Kevin, Gloria returns to New York City for the money she was promised. Inside Kevin's base of operations, she finds 7-year-old Nicky, whose family has been k...",1999-01-22,R,5.1,6176,108,"['character name as title', '7 year old boy', 'watching tv', 'watching a cartoon on tv', 'family relationships']",['Sidney Lumet'],"['Sharon Stone', 'Jean-Luke Figueroa', 'Jeremy Northam']"
tt0112541,Movie,Blue in the Face,['Comedy'],"Brooklyn Cigar Store is a neighborhood hangout in Brooklyn with Auggie Wren/H.Keitel as center. Some people are interviewed about Brooklyn, spiced up with statistics on Brooklyn.",1996-02-22,R,6.6,10053,83,"['female topless nudity', 'husband wife relationship', 'cigar smoking', 'cigarette smoking', 'boyfriend girlfriend relationship']","['Paul Auster', 'Wayne Wang', 'Harvey Wang']","['Harvey Keitel', 'Lou Reed', 'Michael J. Fox']"
tt0390221,Movie,Maria Full of Grace,"['Crime', 'Drama']",A pregnant Colombian teenager becomes a drug mule to make some desperately-needed money for her family.,2004-12-16,12,7.4,36081,101,"['female police officer', 'travel', 'teenager', 'ecuador', 'latin music']",['Joshua Marston'],"['Catalina Sandino Moreno', 'Guilied Lopez', 'Orlando Tobón']"
tt0888693,Movie,Sleepwalking,['Drama'],The drama follows a twelve-year-old girl's struggle to come to terms with her mother's abandonment.,2008-02-14,12,6.1,6032,101,"['beaten to death', '12 year old girl', 'man carries a girl in his arms', 'underwater scene', 'police house search']",['Bill Maher'],"['Charlize Theron', 'Nick Stahl', 'AnnaSophia Robb']"
tt1519461,Movie,Area 51,"['Horror', 'Mystery', 'Sci-Fi']","Three young conspiracy theorists attempt to uncover the mysteries of Area 51, the government's secret location rumored to have hosted encounters with alien beings. What they find at this hidden facility exposes unimaginable secrets.",2015-05-15,16,4.3,15095,91,"['conspiracy', 'secret base', 'area 51', 'alien', 'security system']",['Oren Peli'],"['Reid Warner', 'Darrin Bragg', 'Ben Rovner']"
tt0289848,Movie,Analyze That,"['Comedy', 'Crime']","Mobster Paul Vitti is released into Dr. Ben Sobol's care, where only more chaos ensues.",2003-02-27,AL,5.9,89196,96,"['sing sing prison new york', 'loud sex', 'mafia boss', 'female crime boss', 'italian american']",['Harold Ramis'],"['Robert De Niro', 'Billy Crystal', 'Lisa Kudrow']"
tt0385267,Movie,In Good Company,"['Comedy', 'Drama', 'Romance']",A middle-aged ad exec is faced with a new boss who's nearly half his age... and who also happens to be sleeping with his daughter.,2005-07-21,6,6.5,56402,110,"['pizza', 'crying', 'taxi', 'watching tv', 'sleeping on a couch']",['Paul Weitz'],"['Dennis Quaid', 'Topher Grace', 'Scarlett Johansson']"
tt0144084,Movie,American Psycho,"['Crime', 'Drama', 'Horror']","A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",2000-09-28,16,7.6,705578,102,"['narcissism', 'materialism', 'serial murder', 'sociopath', 'business card']",['Mary Harron'],"['Christian Bale', 'Justin Theroux', 'Josh Lucas']"
tt0101329,Movie,An American Tail: Fievel Goes West,"['Animation', 'Adventure', 'Family']","Fievel's family decides to move out to the West, unaware that they are falling into a trap perpetrated by a smooth-talking cat.",1991-12-13,AL,6.5,28119,75,"['sequel', 'character name in title', 'good versus evil', 'card game', 'cartoon mouse']","['Phil Nibbelink', 'Simon Wells']","['James Stewart', 'John Cleese', 'Amy Irving']"
tt0088117,Movie,"Silent Night, Deadly Night","['Horror', 'Thriller']","Little Billy witnesses his parents getting killed by Santa after being warned by his senile grandpa that Santa punishes those who are naughty. Now Billy is 18 and out of the orphanage, and he has just become Santa himself.",1984-11-09,16,5.8,18682,79,"['santa claus', 'serial killer', 'christmas', 'christmas horror', 'serial killer as protagonist']",['Charles E. Sellier Jr.'],"['Lilyan Chauvin', 'Gilmer McCormick', 'Toni Nero']"
tt0174336,Movie,Whipped,"['Comedy', 'Romance']","Three egotistical swingers, who think they're God's gift to women, end up having their friendships tested when all three of them pick up and start dating the same woman.",2000-09-01,R,4.4,4342,82,"['washington square manhattan', 'basketball court', 'writer director', 'casual sex', 'aspiring screenwriter']",['Peter M. Cohen'],"['Amanda Peet', 'Brian Van Holt', 'Jonathan Abrahams']"
tt1157705,Movie,Roman Polanski: Wanted and Desired,"['Documentary', 'Crime']",Examines the public scandal and private tragedy which led to legendary filmmaker Roman Polanski's sudden flight from the United States.,2008-12-11,Unrated,7.2,5194,99,"['statutory rape', 'teenage girl', 'sex with teenager', 'immorality', 'eiffel tower']",['Marina Zenovich'],"['Andrew Braunsberg', 'Richard Brenneman', 'Douglas Dalton']"
tt0465502,Movie,Igor,"['Animation', 'Comedy', 'Family']","Animated fable about a cliché hunchbacked evil scientist's assistant who aspires to become a scientist himself, much to the displeasure of the rest of the evil science community.",2009-04-22,6,5.9,24262,87,"['steampunk', 'character name as title', 'dna', 'scientist', 'welding mask']",['Tony Leondis'],"['John Cusack', 'Molly Shannon', 'Steve Buscemi']"
tt3165612,Movie,Sleeping with Other People,"['Comedy', 'Drama', 'Romance']","A good-natured womanizer and a serial cheater form a platonic relationship that helps reform them in ways, while a mutual attraction sets in.",2015-11-05,12,6.5,47554,101,"['fellatio', 'doggystyle sex', 'reverse cowgirl sex position', 'multiple sex positions', 'lingerie store']",['Leslye Headland'],"['Jason Sudeikis', 'Alison Brie', 'Jordan Carlos']"
tt0283503,Movie,Brooklyn Rules,"['Crime', 'Drama']","Brooklyn, 1985. With the mob world as a backdrop, three life-long friends struggle with questions of love, loss and loyalty.",2009-05-28,R,6.3,5949,99,"['vietnam war veteran', 'world', 'friend', 'mafia', '1980s']",['Michael Corrente'],"['Paulo Araujo', 'Daniel Tay', 'Ty Thomas Reed']"
tt1978480,Movie,Mosquita y Mari,['Drama'],"After being assigned as study partners, two Chicana high schoolers find a bond that confuses them at times.",2013-05-14,Not Rated,6.3,974,85,"['teenage girl', 'best friend', 'sexual attraction', 'strict parents', 'high school student']",['Aurora Guerrero'],"['Fenessa Pineda', 'Venecia Troncoso', 'Joaquín Garrido']"
tt0345950,Movie,The SpongeBob SquarePants Movie,"['Animation', 'Adventure', 'Comedy']","SpongeBob takes leave from Bikini Bottom in order to track down, with Patrick, King Neptune's stolen crown.",2005-02-03,AL,7.1,100917,87,"['spongebob squarepants character', 'based on tv series', 'king', 'plankton', 'slavery']","['Stephen Hillenburg', 'Mark Osborne']","['Tom Kenny', 'Jeffrey Tambor', 'Rodger Bumpass']"
tt0115697,Movie,Black Sheep,['Comedy'],A gubernatorial candidate hires a wormy special assistant whose only job is to make sure the candidate's well-meaning but incompetent brother doesn't ruin the election.,1996-02-02,6,6.2,43452,87,"['clumsiness', 'embarrassment', 'political campaign', 'politics', 'brother brother relationship']",['Penelope Spheeris'],"['Chris Farley', 'David Spade', 'Tim Matheson']"
tt1298649,Movie,The Watch,"['Comedy', 'Sci-Fi']",Four men who form a neighborhood watch group as a way to get out of their day-to-day family routines find themselves defending the Earth from an alien invasion.,2012-08-23,12,5.7,132572,102,"['female full frontal nudity', 'female frontal nudity', 'breasts', 'female nudity', 'alien']",['Akiva Schaffer'],"['Ben Stiller', 'Vince Vaughn', 'Jonah Hill']"
tt0250415,Movie,Har Dil Jo Pyar Karega...,"['Comedy', 'Drama', 'Musical']",Raj is a struggling singer with big dreams who is still waiting for his big break. One night he witnesses an accident where a car spins out of control and lands on the tracks of an on-coming train. Raj runs over to the wreckage an...,2000-07-24,,5.1,4819,173,"['deception', 'coma', 'hospital', 'rescue', 'singer']",['Raj Kanwar'],"['Salman Khan', 'Preity G Zinta', 'Rani Mukerji']"
tt0775543,Movie,Night Catches Us,"['Drama', 'Romance']","In 1976, complex political and emotional forces are set in motion when a young man returns to the race-torn Philadelphia neighborhood where he came of age during the Black Power movement.",2010-12-03,R,6.2,1816,90,"['f rated', 'black panther party', 'black panthers', 'philadelphia pennsylvania', '1970s']",['Tanya Hamilton'],"['Anthony Mackie', 'Kerry Washington', 'Jamara Griffin']"
tt0435705,Movie,Next,"['Action', 'Sci-Fi', 'Thriller']",A Las Vegas magician who can see into the future is pursued by FBI agents seeking to use his abilities to prevent a nuclear terrorist attack.,2007-04-26,12,6.2,165551,96,"['the future', 'woman in jeopardy', 'tape over mouth', '7 eleven store', 'time traveler']",['Lee Tamahori'],"['Nicolas Cage', 'Julianne Moore', 'Jessica Biel']"
tt0099371,Movie,Days of Thunder,"['Action', 'Drama', 'Sport']",A young hot-shot stock car driver gets his chance to compete at the top level.,1990-09-21,AL,6.1,95740,107,"['ticklishness', 'motor vehicle', 'cool', 'vehicle', 'car racing']",['Tony Scott'],"['Tom Cruise', 'Nicole Kidman', 'Robert Duvall']"
tt0107501,Movie,The Man Without a Face,['Drama'],Chuck wants to leave home but can't make the grade for boarding school. Then he finds out the disfigured recluse living nearby is an ex-teacher.,1995-03-09,12,6.7,30848,115,"['directorial debut', 'disfigured face', 'directed by star', 'coming of age', 'disfigurement']",['Mel Gibson'],"['Mel Gibson', 'Nick Stahl', 'Margaret Whitton']"
tt0412019,Movie,Broken Flowers,"['Comedy', 'Drama', 'Mystery']","As the extremely withdrawn Don Johnston is dumped by his latest woman, he receives an anonymous letter from a former lover informing him that he has a son who may be looking for him. A freelance sleuth neighbor moves Don to embark...",2005-11-24,MG6,7.1,106450,106,"['illegitimate son', 'flowers', 'road movie', 'single parent', 'lolita']",['Jim Jarmusch'],"['Bill Murray', 'Jessica Lange', 'Sharon Stone']"
tt0196229,Movie,Zoolander,['Comedy'],"At the end of his career, a clueless fashion model is brainwashed to kill the Prime Minister of Malaysia.",2001-12-06,MG6,6.5,289952,90,"['male model', 'fashion model', 'conspiracy', 'character name as title', 'fashion']",['Ben Stiller'],"['Ben Stiller', 'Owen Wilson', 'Christine Taylor']"
tt1390539,Movie,The Lost Medallion: The Adventures of Billy Stone,"['Adventure', 'Family', 'Fantasy']",A man who stops into a foster home to drop off some donations tells the kids a story about two teenage friends who uncover a long-lost medallion that transports them back in time.,2013-10-03,9,4.9,1886,97,"['child gagged', 'bound and gagged', 'teen fantasy', 'medallion', 'island']",['Bill Muir'],"['William Brent', 'John Marengo', 'Samantha Hanratty']"
tt0100436,Movie,Pump Up the Volume,"['Comedy', 'Drama', 'Music']",Mark runs a pirate radio station and causes an uproar when he speaks his mind and enthralls fellow teens.,1991-06-07,AL,7.2,30962,102,"['radio', 'pirate radio', 'radio host', 'four word title', 'f word']",['Allan Moyle'],"['Christian Slater', 'Samantha Mathis', 'Anthony Luke Lucero']"
tt0133952,Movie,The Siege,"['Action', 'Thriller']","The secret U.S. abduction of a suspected terrorist leads to a wave of terrorist attacks in New York City, which leads to the declaration of martial-law.",1999-01-21,12,6.4,77687,116,"['judge', 'mercedes', 'apartment', 'radio', 'surveillance']",['Edward Zwick'],"['Denzel Washington', 'Bruce Willis', 'Annette Bening']"
tt2710368,Movie,Final: The Rapture,['Thriller'],"A gritty, international tale of four separate stories woven together by a common theme: the Rapture.",2013-09-13,PG-13,5.2,1618,90,"['rapture', 'christianity', 'rapture aftermath', 'christian film', 'apocalypse']",['Timothy A. Chey'],"['Jah Shams', 'Mary Grace', 'Carman']"
tt1800241,Movie,American Hustle,"['Crime', 'Drama']","A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia.",2014-02-06,12,7.2,498816,138,"['con artist', 'based on true story', 'wife meets mistress', 'strip club', 'sting operation']",['David O. Russell'],"['Christian Bale', 'Amy Adams', 'Bradley Cooper']"
tt0396171,Movie,Perfume: The Story of a Murderer,"['Crime', 'Drama', 'Fantasy']","Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.",2006-12-07,12,7.5,264328,147,"['18th century', 'smell', 'scent', 'perfume', 'sense of smell']",['Tom Tykwer'],"['Ben Whishaw', 'Dustin Hoffman', 'Alan Rickman']"
tt0351283,Movie,Madagascar,"['Animation', 'Adventure', 'Comedy']","A group of animals who have spent all their life in a New York zoo end up in the jungles of Madagascar, and must adjust to living in the wild.",2005-06-15,MG6,6.9,433850,86,"['snowglobe', 'birthday', '10th birthday', 'jungle adventure', 'zoo']","['Eric Darnell', 'Tom McGrath']","['Chris Rock', 'Ben Stiller', 'David Schwimmer']"
tt0086005,Movie,Never Cry Wolf,"['Adventure', 'Drama']","A government researcher, sent to research the ""menace"" of wolves in the north, learns about the true beneficial and positive nature of the species.",1984-05-30,AL,7.5,8730,105,"['wilderness', 'nature', 'inuit', 'caribou', 'wolf']",['Carroll Ballard'],"['Charles Martin Smith', 'Brian Dennehy', 'Zachary Ittimangnaq']"
tt0461770,Movie,Enchanted,"['Animation', 'Adventure', 'Comedy']","A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer.",2007-12-13,6,7.1,216176,107,"['fairy tale', 'new york', 'new york city', 'tv news', 'stepmother stepson relationship']",['Kevin Lima'],"['Amy Adams', 'Susan Sarandon', 'James Marsden']"
tt0497316,Movie,Adrift in Manhattan,['Drama'],The lives of three lonely strangers intersect while commuting on New York's 1 and 9 subway lines.,2008-06-06,R,5.5,1843,91,"['deep cleavage', 'older woman younger man sex', 'scarf', 'sitting on a bed', 'sex in bed']",['Alfredo Rodriguez de Villa'],"['Heather Graham', 'Victor Rasuk', 'Dominic Chianese']"
tt1301130,Movie,Call + Response,"['Documentary', 'History', 'Music']",Fair Trade Pictures to support human rights activism against human trafficking and slavery on a community level.,2008-10-10,PG-13,7.3,74,86,"['slavery', 'fair trade', 'human trafficking', 'rockumentary', 'non profit']",['Justin Dillon'],"['Madeleine Albright', 'Kevin Bales', 'David Batstone']"
